,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,enrollee_id,target
569,11707,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,3,21,11707,0.5
570,21613,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,54,21613,0.5
571,32057,city_116,0.743,,Has relevent experience,no_enrollment,Masters,STEM,14,,,1,26,32057,0.5
572,115,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,1,10,115,0.5
573,6823,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,167,6823,0.5
574,14353,city_149,0.6890000000000001,Male,No relevent experience,Full time course,Primary School,,4,<10,Early Stage Startup,1,70,14353,0.5
575,26805,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,<1,,,>4,41,26805,0.5
576,15635,city_149,0.6890000000000001,Male,No relevent experience,Full time course,High School,,2,,,1,122,15635,0.5
577,26417,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,29,26417,0.5
578,3848,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,3,18,3848,0.5
579,17211,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,2,4,17211,0.5
580,13103,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,5,13103,0.5
581,5243,city_101,0.5579999999999999,,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,>4,12,5243,0.5
582,2107,city_162,0.767,Male,Has relevent experience,Part time course,Graduate,Business Degree,14,50-99,Pvt Ltd,3,29,2107,0.5
583,30974,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,24,30974,0.5
584,2998,city_136,0.897,Male,No relevent experience,Part time course,Masters,STEM,4,10000+,Pvt Ltd,1,21,2998,0.5
585,22975,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,138,22975,0.5
586,27239,city_21,0.624,Male,No relevent experience,,Graduate,STEM,1,,Pvt Ltd,1,90,27239,0.5
587,18463,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,,never,84,18463,0.5
588,21490,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,,99,21490,0.5
589,30657,city_65,0.802,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,2,214,30657,0.5
590,32075,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,,,2,92,32075,0.5
591,31141,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,1,12,31141,0.5
592,2340,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,111,2340,0.5
593,21188,city_16,0.91,,No relevent experience,no_enrollment,Phd,STEM,1,10000+,NGO,1,28,21188,0.5
594,24156,city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,10,,,1,27,24156,0.5
595,32584,city_142,0.727,,Has relevent experience,no_enrollment,Masters,STEM,14,10/49,Pvt Ltd,4,48,32584,0.5
596,6515,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,14,6515,0.5
597,14292,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,292,14292,0.5
598,16125,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Humanities,19,100-500,Pvt Ltd,>4,40,16125,0.5
599,25802,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,42,25802,0.5
600,19385,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,36,19385,0.5
601,27304,city_115,0.789,Male,No relevent experience,no_enrollment,Masters,STEM,20,50-99,Pvt Ltd,>4,94,27304,0.5
602,3697,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,15,10000+,Pvt Ltd,>4,57,3697,0.5
603,11800,city_25,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,4,500-999,Pvt Ltd,2,101,11800,0.5
604,180,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,2,100-500,Funded Startup,2,35,180,0.5
605,7733,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,3,50-99,,1,24,7733,0.5
606,6935,city_16,0.91,Male,Has relevent experience,Full time course,Masters,STEM,>20,50-99,Pvt Ltd,2,130,6935,0.5
607,4082,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,>4,96,4082,0.5
608,31959,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,1,56,31959,0.5
609,25113,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,10/49,,1,32,25113,0.5
610,14329,city_57,0.866,Male,No relevent experience,Full time course,Masters,STEM,8,,,4,99,14329,0.5
611,15570,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,<10,Pvt Ltd,2,46,15570,0.5
612,32516,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,1,50,32516,0.5
613,2535,city_14,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,>4,97,2535,0.5
614,16014,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,1,28,16014,0.5
615,24251,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,7,<10,Pvt Ltd,>4,132,24251,0.5
616,31019,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,,Pvt Ltd,never,100,31019,0.5
617,21012,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,184,21012,0.5
618,22140,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Public Sector,2,28,22140,0.5
619,21462,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,10,10000+,Public Sector,1,218,21462,0.5
620,20786,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,5,,,3,3,20786,0.5
621,32404,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,4,29,32404,0.5
622,16084,city_11,0.55,,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,>4,99,16084,0.5
623,20103,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,18,20103,0.5
624,22525,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,7,22525,0.5
625,13230,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,29,13230,0.5
626,29502,city_23,0.899,Male,Has relevent experience,no_enrollment,High School,,4,100-500,Funded Startup,1,61,29502,0.5
627,11646,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,1,78,11646,0.5
628,6058,city_98,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,,2,102,6058,0.5
629,30892,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,10,30892,0.5
630,31017,city_149,0.6890000000000001,Female,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,41,31017,0.5
631,23803,city_71,0.884,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,2,30,23803,0.5
632,6831,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,>4,38,6831,0.5
633,20380,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,3,,Pvt Ltd,1,28,20380,0.5
634,15629,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,2,21,15629,0.5
635,17342,city_114,0.926,Female,No relevent experience,Part time course,High School,,16,1000-4999,,2,6,17342,0.5
636,22359,city_103,0.92,Male,No relevent experience,no_enrollment,,,4,,,never,176,22359,0.5
637,27610,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,2,31,27610,0.5
638,26769,city_102,0.804,,No relevent experience,Full time course,Graduate,STEM,4,,,never,94,26769,0.5
639,3979,city_73,0.754,,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,18,3979,0.5
640,25171,city_16,0.91,,No relevent experience,Full time course,Graduate,STEM,3,<10,Early Stage Startup,1,45,25171,0.5
641,23379,city_67,0.855,Male,No relevent experience,Part time course,Graduate,STEM,16,,,>4,129,23379,0.5
642,18138,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,28,18138,0.5
643,31687,city_173,0.878,Male,Has relevent experience,no_enrollment,High School,,<1,10/49,Funded Startup,1,105,31687,0.5
644,23739,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,11,,,2,58,23739,0.5
645,8392,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,10/49,Early Stage Startup,1,4,8392,0.5
646,6427,city_75,0.939,Male,Has relevent experience,Part time course,Phd,Arts,>20,,,>4,51,6427,0.5
647,27813,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,Humanities,16,5000-9999,Public Sector,>4,258,27813,0.5
648,20687,city_104,0.924,,No relevent experience,Full time course,High School,,5,100-500,Pvt Ltd,,30,20687,0.5
649,22527,city_33,0.448,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,,2,100,22527,0.5
650,33343,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Pvt Ltd,1,52,33343,0.5
651,818,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,4,10,818,0.5
652,31669,city_21,0.624,Male,No relevent experience,Full time course,High School,,<1,,,never,113,31669,0.5
653,10952,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,8,1000-4999,Public Sector,1,71,10952,0.5
654,16331,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,1,56,16331,0.5
655,32029,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,20,10000+,Public Sector,3,110,32029,0.5
656,21152,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,1000-4999,Pvt Ltd,3,18,21152,0.5
657,23488,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,4,23488,0.5
658,11945,city_21,0.624,Male,No relevent experience,Full time course,High School,,4,,,never,65,11945,0.5
659,1670,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,2,<10,Public Sector,1,11,1670,0.5
660,16104,city_103,0.92,,No relevent experience,no_enrollment,High School,,<1,,,never,44,16104,0.5
661,4158,city_103,0.92,,No relevent experience,no_enrollment,High School,,4,5000-9999,Public Sector,2,12,4158,0.5
662,29781,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,50-99,Funded Startup,3,83,29781,0.5
663,6720,city_21,0.624,,Has relevent experience,Full time course,,,2,10/49,,,68,6720,0.5
664,14369,city_79,0.698,,Has relevent experience,Full time course,Masters,STEM,11,,,1,220,14369,0.5
665,20235,city_91,0.691,Male,Has relevent experience,no_enrollment,High School,,17,50-99,Funded Startup,1,9,20235,0.5
666,3617,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,3,66,3617,0.5
667,30756,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,11,,,never,43,30756,0.5
668,22625,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Public Sector,2,79,22625,0.5
669,22057,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,3,69,22057,0.5
670,20635,city_21,0.624,,No relevent experience,Part time course,Graduate,STEM,1,10000+,Pvt Ltd,1,80,20635,0.5
671,1588,city_160,0.92,,No relevent experience,Full time course,High School,,1,500-999,Pvt Ltd,1,53,1588,0.5
672,234,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,151,234,0.5
673,18752,city_33,0.448,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,1,40,18752,0.5
674,18128,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,112,18128,0.5
675,18260,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,2,6,18260,0.5
676,19332,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Public Sector,3,12,19332,0.5
677,9564,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,3,72,9564,0.5
678,5685,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,53,5685,0.5
679,18063,city_105,0.794,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,73,18063,0.5
680,27124,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,>4,4,27124,0.5
681,3395,city_53,0.74,Male,No relevent experience,Full time course,High School,,3,,,1,127,3395,0.5
682,22310,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,85,22310,0.5
683,15977,city_175,0.7759999999999999,Male,No relevent experience,Full time course,High School,,2,<10,,1,27,15977,0.5
684,4917,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,10000+,Public Sector,>4,128,4917,0.5
685,19102,city_9,0.743,Male,Has relevent experience,Full time course,,,19,10/49,Funded Startup,2,128,19102,0.5
686,23275,city_103,0.92,,No relevent experience,Full time course,High School,,5,,,1,7,23275,0.5
687,13157,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,11,,,1,40,13157,0.5
688,13269,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,1000-4999,NGO,1,170,13269,0.5
689,29977,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,9,,,1,72,29977,0.5
690,20571,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,39,20571,0.5
691,23883,city_128,0.527,Male,Has relevent experience,Part time course,Masters,STEM,16,5000-9999,Public Sector,>4,70,23883,0.5
692,33033,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,,,1,12,33033,0.5
693,10579,city_101,0.5579999999999999,,Has relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,,118,10579,0.5
694,5258,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,2,25,5258,0.5
695,853,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Public Sector,2,11,853,0.5
696,27245,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,1,36,27245,0.5
697,30670,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,,,1,43,30670,0.5
698,22497,city_26,0.698,Other,Has relevent experience,Part time course,High School,,5,100-500,,1,41,22497,0.5
699,3218,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,1,33,3218,0.5
700,464,city_114,0.926,,No relevent experience,Full time course,High School,,20,,Pvt Ltd,never,76,464,0.5
701,15770,city_160,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,10/49,Funded Startup,>4,58,15770,0.5
702,18264,city_114,0.926,Female,Has relevent experience,no_enrollment,Primary School,,>20,10/49,Pvt Ltd,>4,54,18264,0.5
703,32066,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,1,100-500,Pvt Ltd,1,78,32066,0.5
704,11386,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,,,3,66,11386,0.5
705,17502,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,107,17502,0.5
706,32273,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,8,50-99,Pvt Ltd,1,35,32273,0.5
707,27543,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,53,27543,0.5
708,16317,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,18,16317,0.5
709,2852,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,2,30,2852,0.5
710,5056,city_103,0.92,Male,No relevent experience,Full time course,Masters,Humanities,>20,10000+,Public Sector,2,106,5056,0.5
711,17504,city_160,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,<1,,,never,3,17504,0.5
712,24585,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,55,24585,0.5
713,11734,city_134,0.698,,No relevent experience,,Primary School,,6,,,never,196,11734,0.5
714,16675,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,40,16675,0.5
715,23344,city_11,0.55,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,2,324,23344,0.5
716,21786,city_57,0.866,Male,No relevent experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,>4,14,21786,0.5
717,31079,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,never,8,31079,0.5
718,33251,city_114,0.926,Male,Has relevent experience,,Masters,STEM,>20,10000+,Pvt Ltd,>4,76,33251,0.5
719,7805,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,1,47,7805,0.5
720,8911,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,9,8911,0.5
721,7315,city_26,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,11,<10,,2,37,7315,0.5
722,28132,city_77,0.83,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,53,28132,0.5
723,8367,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,110,8367,0.5
724,27909,city_104,0.924,Male,No relevent experience,Full time course,High School,,10,10/49,Funded Startup,3,54,27909,0.5
725,32320,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10/49,Public Sector,1,182,32320,0.5
726,15441,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,1,146,15441,0.5
727,25999,city_65,0.802,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,40,25999,0.5
728,20169,city_103,0.92,,No relevent experience,Full time course,High School,,3,,,never,24,20169,0.5
729,11682,city_104,0.924,Male,No relevent experience,Full time course,Masters,STEM,3,,,1,42,11682,0.5
730,26581,city_1,0.847,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,,2,18,26581,0.5
731,14832,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Public Sector,1,20,14832,0.5
732,18023,city_70,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,4,10000+,Pvt Ltd,1,48,18023,0.5
733,18963,city_16,0.91,Male,Has relevent experience,Part time course,High School,,4,10/49,Pvt Ltd,1,116,18963,0.5
734,9105,city_123,0.738,Female,Has relevent experience,Part time course,Graduate,Other,4,50-99,Pvt Ltd,2,42,9105,0.5
735,18344,city_21,0.624,Male,No relevent experience,,Graduate,STEM,<1,,,never,45,18344,0.5
736,576,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,22,576,0.5
737,2656,city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,8,100-500,Public Sector,1,50,2656,0.5
738,16881,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,1,25,16881,0.5
739,30245,city_11,0.55,Male,No relevent experience,Full time course,High School,,4,,,never,76,30245,0.5
740,9630,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,43,9630,0.5
741,3580,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,70,3580,0.5
742,14773,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,8,,,2,12,14773,0.5
743,31238,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,2,31238,0.5
744,1633,city_89,0.925,,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,111,1633,0.5
745,1995,city_136,0.897,,No relevent experience,Full time course,Graduate,STEM,4,,,,70,1995,0.5
746,30587,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,3,50-99,Pvt Ltd,1,71,30587,0.5
747,32369,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,83,32369,0.5
748,3722,city_21,0.624,Male,No relevent experience,Part time course,High School,,2,,,never,12,3722,0.5
749,10721,city_114,0.926,Male,No relevent experience,no_enrollment,Phd,Humanities,10,500-999,Public Sector,>4,232,10721,0.5
750,407,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,30,407,0.5
751,31098,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,1,31098,0.5
752,4053,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,13,4053,0.5
753,13782,city_175,0.7759999999999999,Male,No relevent experience,Part time course,Graduate,STEM,6,100-500,,1,29,13782,0.5
754,20767,city_67,0.855,,Has relevent experience,no_enrollment,Graduate,STEM,12,,,1,42,20767,0.5
755,20113,city_73,0.754,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,28,20113,0.5
756,4674,city_176,0.764,Female,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,14,4674,0.5
757,2444,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,88,2444,0.5
758,19966,city_61,0.913,,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,22,19966,0.5
759,26367,city_46,0.762,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1,79,26367,0.5
760,19508,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,>4,20,19508,0.5
761,13006,city_134,0.698,,No relevent experience,no_enrollment,High School,,4,,,never,48,13006,0.5
762,7563,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,1,78,7563,0.5
763,25993,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,5,1000-4999,NGO,1,33,25993,0.5
764,18013,city_16,0.91,,Has relevent experience,Full time course,Graduate,STEM,6,,,1,78,18013,0.5
765,27699,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,13,1000-4999,Pvt Ltd,>4,7,27699,0.5
766,3003,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,Humanities,9,10000+,Pvt Ltd,1,13,3003,0.5
767,6620,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Public Sector,>4,25,6620,0.5
768,4364,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Funded Startup,1,14,4364,0.5
769,2296,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Pvt Ltd,1,130,2296,0.5
770,17958,city_9,0.743,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,39,17958,0.5
771,9740,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,21,9740,0.5
772,1304,city_138,0.836,,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,>4,86,1304,0.5
773,28735,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,35,28735,0.5
774,32212,city_16,0.91,Male,No relevent experience,Full time course,High School,,4,,,1,10,32212,0.5
775,14053,city_73,0.754,Male,No relevent experience,Part time course,Graduate,STEM,7,,Public Sector,never,80,14053,0.5
776,22641,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,never,4,22641,0.5
777,17900,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,43,17900,0.5
778,31333,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,140,31333,0.5
779,501,city_21,0.624,Male,Has relevent experience,Full time course,High School,,2,,Pvt Ltd,never,41,501,0.5
780,18104,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,102,18104,0.5
781,6092,city_150,0.698,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,1000-4999,Pvt Ltd,>4,56,6092,0.5
782,17249,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,81,17249,0.5
783,1227,city_123,0.738,Male,No relevent experience,no_enrollment,Graduate,STEM,10,,,never,32,1227,0.5
784,23515,city_114,0.926,Male,Has relevent experience,Part time course,Masters,STEM,9,100-500,Public Sector,never,27,23515,0.5
785,16309,city_77,0.83,,Has relevent experience,Part time course,Graduate,STEM,<1,100-500,Pvt Ltd,1,280,16309,0.5
786,5368,city_101,0.5579999999999999,Female,Has relevent experience,,Graduate,STEM,7,50-99,Pvt Ltd,1,15,5368,0.5
787,27693,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,50,27693,0.5
788,2582,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,41,2582,0.5
789,12096,city_115,0.789,,No relevent experience,Full time course,Masters,STEM,<1,,,1,64,12096,0.5
790,17526,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,100-500,Pvt Ltd,1,17,17526,0.5
791,23647,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,never,105,23647,0.5
792,11440,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,123,11440,0.5
793,7942,city_104,0.924,,Has relevent experience,no_enrollment,Graduate,STEM,1,100-500,Pvt Ltd,1,112,7942,0.5
794,12064,city_90,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,7,,,1,105,12064,0.5
795,2170,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,4,254,2170,0.5
796,15663,city_123,0.738,Male,No relevent experience,Full time course,Graduate,STEM,7,,,2,82,15663,0.5
797,18378,city_21,0.624,,Has relevent experience,,Graduate,STEM,6,50-99,Other,2,12,18378,0.5
798,5943,city_61,0.913,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,3,33,5943,0.5
